mz	rt	IonMode
10012	1009.5731	5.124	Negative
10013	320.99707	0.768	Negative
10014	365.3062	3.214	Negative
10015	233.10337	2.185	Negative
10016	1018.60662	4.499	Negative
10017	964.58736	5.544	Negative
10018	415.32199	2.806	Negative
10019	714.54452	6.482	Negative
10020	815.6295	5.799	Negative
10021	451.28321	2.277	Negative
10022	918.69226	6.694	Negative
10023	1034.71037	7.12	Negative
10024	877.50962	5.052	Negative
10025	952.73802	6.865	Negative
10026	627.41396	2.515	Negative
10027	390.31467	2.67	Negative
10028	891.40968	2.567	Negative
10029	903.56742	2.974	Negative
10030	1010.56609	4.642	Negative
10031	1126.75939	6.839	Negative
10032	467.21416	2.939	Negative
10033	305.2486	2.49	Negative
10034	533.39801	3.444	Negative
10035	543.4427	3.822	Negative
10036	739.47973	4.118	Negative
10037	662.36547	2.237	Negative
10038	427.20058	2.527	Negative
10039	619.4797	5.176	Negative
10040	946.58454	6.597	Negative
10041	876.5071	5.756	Negative
10042	852.57635	4.988	Negative
10043	1117.69942	6.9	Negative
10044	508.3409	2.423	Negative
10045	626.4411	4.948	Negative
10046	983.66609	6.679	Negative
10047	505.36658	2.942	Negative
10048	439.23791	2.568	Negative
10049	974.91214	9.447	Negative
10050	649.0098	0.768	Negative
10051	700.52897	5.74	Negative
10052	724.52897	5.835	Negative
10053	537.48903	2.56	Negative
10054	1331.60955	2.289	Negative
10055	906.54463	5.77	Negative
10056	746.38433	2.49	Negative
10057	651.44462	4.093	Negative
10058	1107.57137	2.571	Negative
10059	983.56596	2.585	Negative
10060	1022.73617	6.608	Negative
10061	888.68045	7.085	Negative
10062	379.17993	2.159	Negative
10063	932.56001	6.045	Negative
10064	1252.85153	7.223	Negative
10065	1624.30656	7.169	Negative
10066	559.39582	6.479	Negative
10067	1015.79495	7.522	Negative
10068	447.28826	2.296	Negative
10069	650.477	3.787	Negative
10070	1093.68901	7.003	Negative
10071	337.20567	1.963	Negative
10072	325.31126	3.774	Negative
10073	1089.59348	4.645	Negative
10074	468.22768	2.905	Negative
10075	1160.73932	7.318	Negative
10076	1710.43909	7.577	Negative
10077	1399.19655	9.408	Negative
10078	463.19288	1.319	Negative
10079	897.55687	3.874	Negative
10080	834.75646	6.993	Negative
10081	409.25072	3.156	Negative
10082	859.55879	4.634	Negative
10083	649.00997	0.765	Negative
10084	975.68294	2.515	Negative
10085	791.67721	8.216	Negative
10086	635.41088	2.853	Negative
10087	1753.47088	7.489	Negative
10088	1276.75029	6.716	Negative
10089	915.53133	2.312	Negative
10090	337.13295	1.396	Negative
10091	210.95557	1.275	Negative
10092	485.00346	0.767	Negative
10093	674.5133	6.232	Negative
10094	723.68711	2.961	Negative
10095	988.63482	6.594	Negative
10096	399.18442	2.958	Negative
10097	928.66314	7.117	Negative
10098	807.29086	2.223	Negative
10099	1236.85669	7.3	Negative
10100	1036.74415	7.261	Negative
10101	1063.76297	7.261	Negative
10102	723.49758	4.35	Negative
10103	284.97437	2.179	Negative
10104	876.68108	7.036	Negative
10105	832.68665	7.757	Negative
10106	1990.13454	0.726	Negative
10107	948.78739	9.453	Negative
10108	464.31472	2.298	Negative
10109	1010.58473	2.572	Negative
10110	986.66085	7.038	Negative
10111	455.2309	0.766	Negative
10112	502.23322	2.281	Negative
10113	1076.8198	7.48	Negative
10114	627.3109	2.2	Negative
10115	557.32069	2.187	Negative
10116	634.99407	0.771	Negative
10117	441.06591	0.723	Negative
10118	587.46434	4.284	Negative
10119	914.55326	5.053	Negative
10120	532.33143	2.701	Negative
10121	210.95561	2.515	Negative
10122	625.51639	5.557	Negative
10123	449.29461	3.627	Negative
10124	890.81888	8.563	Negative
10125	439.23585	0.766	Negative
10126	862.78772	7.231	Negative
10127	781.60226	7.173	Negative
10128	476.19265	1.133	Negative
10129	444.19123	2.175	Negative
10130	1227.83085	7.257	Negative
10131	1086.66095	6.718	Negative
10132	1226.79931	6.368	Negative
10133	568.36221	2.334	Negative
10134	1097.25632	6.929	Negative
10135	1053.7079	6.728	Negative
10136	530.31579	2.71	Negative
10137	349.16931	2.306	Negative
10138	603.29983	2.019	Negative
10139	904.63794	6.676	Negative
10140	625.42881	4.041	Negative
10141	961.68416	7.499	Negative
10142	720.55558	4.496	Negative
10143	718.35292	2.186	Negative
10144	749.53416	5.348	Negative
10145	822.51504	4.637	Negative
10146	1037.74684	7.078	Negative
10147	625.5052	6.375	Negative
10148	442.21205	2.729	Negative
10149	904.53873	6.596	Negative
10150	310.90205	2.674	Negative
10151	911.57232	4.237	Negative
10152	403.1583	2.265	Negative
10153	493.33034	2.71	Negative
10154	647.30802	2.41	Negative
10155	463.19277	1.372	Negative
10156	1102.70013	6.751	Negative
10157	906.60879	6.95	Negative
10158	1074.76699	6.888	Negative
10159	824.4261	1.233	Negative
10160	1743.97256	0.751	Negative
10161	491.3776	6.479	Negative
10162	389.0944	5.788	Negative
10163	1127.74544	6.72	Negative
10164	657.27161	2.108	Negative
10165	1787.99805	0.75	Negative
10166	282.20746	5.177	Negative
10167	231.08791	2.022	Negative
10168	397.2267	1.72	Negative
10169	669.43736	1.292	Negative
10170	456.22778	2.916	Negative
10171	775.5612	3.724	Negative
10172	671.34467	2.563	Negative
10173	1051.57186	4.859	Negative
10174	819.497	4.637	Negative
10175	1004.76949	7.015	Negative
10176	1351.75441	4.009	Negative
10177	356.15683	1.506	Negative
10178	750.12686	2.305	Negative
10179	449.17396	1.562	Negative
10180	282.99509	1.299	Negative
10181	1053.76002	2.958	Negative
10182	653.54808	6.563	Negative
10183	875.60283	6.5	Negative
10184	1192.7939	6.667	Negative
10185	307.12226	2.301	Negative
10186	705.44085	6.116	Negative
10187	595.38576	2.908	Negative
10188	736.52918	5.478	Negative
10189	645.48503	5.951	Negative
10190	761.51734	1.187	Negative
10191	307.12227	2.302	Negative
10192	544.26234	3.17	Negative
10193	491.18459	1.682	Negative
10194	785.63319	7.738	Negative
10195	516.46341	5.17	Negative
10196	840.65757	6.526	Negative
10197	757.60211	7.406	Negative
10198	750.52984	4.748	Negative
10199	985.74747	7.083	Negative
10200	846.63242	2.512	Negative
10201	1023.23784	6.837	Negative
10202	657.27164	2.109	Negative
10203	712.52915	5.637	Negative
10204	1131.55859	4.55	Negative
10205	617.47923	5.91	Negative
10206	666.06031	1.92	Negative
10207	839.5301	6.346	Negative
10208	946.53789	6.289	Negative
10209	970.5278	4.547	Negative
10210	645.32082	2.224	Negative
10211	411.20454	0.766	Negative
10212	683.47657	2.958	Negative
10213	709.7082	2.957	Negative
10214	634.99416	0.768	Negative
10215	824.65994	7.13	Negative
10216	687.49741	4.918	Negative
10217	651.45257	2.186	Negative
10218	853.50957	5.674	Negative
10219	461.26776	1.966	Negative
10220	1002.68257	7.318	Negative
10221	592.45883	6.827	Negative
10222	1679.45217	7.392	Negative
10223	718.53952	5.678	Negative
10224	1832.02476	0.752	Negative
10225	974.65129	7.042	Negative
10226	1146.75961	7.498	Negative
10227	543.29666	2.321	Negative
10228	718.35295	2.186	Negative
10229	716.99748	0.769	Negative
10230	792.58746	5.573	Negative
10231	452.33592	5.423	Negative
10232	779.56422	4.862	Negative
10233	1303.71006	0.75	Negative
10234	480.36726	6.481	Negative
10235	591.44133	3.858	Negative
10236	337.13294	2.284	Negative
10237	624.55755	2.563	Negative
10238	428.33824	2.345	Negative
10239	925.62229	4.798	Negative
10240	957.63088	2.967	Negative
10241	456.20374	1.273	Negative
10242	661.43963	5.796	Negative
10243	1074.58494	5.12	Negative
10244	493.26663	2.884	Negative
10245	595.38551	3.021	Negative
10246	905.6055	6.902	Negative
10247	974.91238	9.501	Negative
10248	777.38937	2.831	Negative
10249	1166.60209	6.036	Negative
10250	1144.58836	5.049	Negative
10251	671.34451	2.657	Negative
10252	1050.61556	2.96	Negative
10253	960.60393	5.761	Negative
10254	605.49182	2.959	Negative
10255	835.65538	6.067	Negative
10256	476.39577	2.63	Negative
10257	834.39058	1.272	Negative
10258	930.57849	4.971	Negative
10259	496.11922	1.284	Negative
10260	307.15851	1.299	Negative
10261	491.1846	1.683	Negative
10262	965.64255	6.925	Negative
10263	449.29462	3.702	Negative
10264	1026.21203	5.935	Negative
10265	752.35059	2.412	Negative
10266	730.53978	6.271	Negative
10267	527.19009	1.329	Negative
10268	974.60351	3.785	Negative
10269	694.49349	5.557	Negative
10270	1117.70043	6.89	Negative
10271	470.30245	1.272	Negative
10272	1007.58763	6.597	Negative
10273	1192.27651	6.617	Negative
10274	479.37437	4.146	Negative
10275	838.66027	2.691	Negative
10276	379.17993	2.201	Negative
10277	429.19806	2.516	Negative
10278	470.98771	0.769	Negative
10279	848.73284	8.296	Negative
10280	794.60337	5.95	Negative
10281	593.55145	2.973	Negative
10282	736.52505	3.875	Negative
10283	307.12227	2.303	Negative
10284	435.34564	5.422	Negative
10285	381.23179	2.047	Negative
10286	779.67705	8.306	Negative
10287	181.07179	0.762	Negative
10288	608.39344	2.516	Negative
10289	905.5411	5.81	Negative
10290	835.3874	1.276	Negative
10291	364.18872	2.736	Negative
10292	945.55987	4.569	Negative
10293	388.9846	0.774	Negative
10294	736.35568	2.97	Negative
10295	354.17988	2.39	Negative
10296	1083.5767	4.642	Negative
10297	275.1504	1.903	Negative
10298	428.24738	2.61	Negative
10299	259.24306	2.264	Negative
10300	935.66175	3.017	Negative
10301	395.24705	2.186	Negative
10302	652.51373	5.897	Negative
10303	390.26855	2.232	Negative
10304	1263.83046	6.553	Negative
10305	867.66921	2.356	Negative
10306	581.45527	2.319	Negative
10307	171.94705	0.725	Negative
10308	1227.74863	4.009	Negative
10309	794.57125	6.474	Negative
10310	697.46865	1.295	Negative
10311	1208.78828	6.561	Negative
10312	1187.30622	6.82	Negative
10313	903.59363	4.637	Negative
10314	983.73208	6.938	Negative
10315	497.22929	1.304	Negative
10316	364.18455	2.536	Negative
10317	323.29563	3.242	Negative
10318	484.2591	3.232	Negative
10319	645.32844	2.515	Negative
10320	543.29663	2.322	Negative
10321	760.68301	7.436	Negative
10322	724.6906	2.515	Negative
10323	749.49285	2.57	Negative
10324	389.3023	2.79	Negative
10325	283.19149	1.31	Negative
10326	323.20485	2.061	Negative
10327	1398.84655	6.56	Negative
10328	479.3744	2.809	Negative
10329	971.65265	6.889	Negative
10330	898.16458	2.708	Negative
10331	1302.10753	9.064	Negative
10332	507.27481	2.56	Negative
10333	980.67344	2.59	Negative
10334	1278.00928	2.959	Negative
10335	876.61271	5.35	Negative
10336	673.35976	2.531	Negative
10337	978.54703	4.501	Negative
10338	413.22019	0.766	Negative
10339	1427.99918	3.933	Negative
10340	353.34266	4.187	Negative
10341	493.36907	2.701	Negative
10342	1165.68201	2.943	Negative
10343	649.52637	2.958	Negative
10344	477.33512	2.575	Negative
10345	784.54819	6.405	Negative
10346	219.10262	1.288	Negative
10347	626.57296	2.513	Negative
10348	752.35034	2.507	Negative
10349	349.23613	2.569	Negative
10350	805.66026	2.515	Negative
10351	1035.58832	5.902	Negative
10352	388.34341	2.612	Negative
10353	280.16172	2.023	Negative
10354	1532.13736	4.635	Negative
10355	723.68762	2.963	Negative
10356	969.66771	6.889	Negative
10357	678.49543	5.944	Negative
10358	1172.71794	7.003	Negative
10359	721.43554	5.95	Negative
10360	1066.66078	6.747	Negative
10361	937.54397	4.635	Negative
10362	282.20746	1.287	Negative
10363	1140.58678	5.766	Negative
10364	949.64806	7.139	Negative
10365	963.62709	6.659	Negative
10366	426.35894	3.332	Negative
10367	1051.87009	9.646	Negative
10368	449.30388	2.534	Negative
10369	958.58845	5.051	Negative
10370	573.48505	4.958	Negative
10371	989.72937	2.959	Negative
10372	947.03283	0.76	Negative
10373	1240.83631	2.205	Negative
10374	809.55799	6.314	Negative
10375	653.46026	4.946	Negative
10376	273.18201	0.764	Negative
10377	1093.59134	5.845	Negative
10378	785.59267	4.635	Negative
10379	699.52097	6.153	Negative
10380	510.35661	2.31	Negative
10381	913.66338	6.771	Negative
10382	491.35338	2.713	Negative
10383	609.43057	2.194	Negative
10384	756.5552	6.115	Negative
10385	1065.77798	7.345	Negative
10386	904.51826	4.64	Negative
10387	540.33151	2.118	Negative
10388	972.64563	7.32	Negative
10389	474.36234	3.322	Negative
10390	723.68716	2.515	Negative
10391	321.2201	1.602	Negative
10392	948.64464	7.303	Negative
10393	878.52206	6.053	Negative
10394	1196.00617	2.957	Negative
10395	843.65818	2.782	Negative
10396	981.56453	4.502	Negative
10397	436.29169	2.479	Negative
10398	846.63391	6.484	Negative
10399	379.17986	2.392	Negative
10400	547.254	2.884	Negative
10401	1245.02177	8.661	Negative
10402	1120.70838	7.003	Negative
10403	969.61015	3.471	Negative
10404	479.3202	2.789	Negative
10405	1063.87726	2.339	Negative
10406	668.45742	4.655	Negative
10407	1111.58677	2.677	Negative
10408	1199.73668	6.999	Negative
10409	1086.58544	4.929	Negative
10410	971.61464	2.225	Negative
10411	887.64734	6.69	Negative
10412	411.15174	2.393	Negative
10413	810.56614	5.372	Negative
10414	1400.86275	6.859	Negative
10415	421.22686	1.689	Negative
10416	454.2635	2.668	Negative
10417	1093.7992	2.123	Negative
10418	459.38469	4.76	Negative
10419	799.00054	0.771	Negative
10420	685.51827	5.064	Negative
10421	987.72153	3.564	Negative
10422	623.41676	3.421	Negative
10423	593.46367	2.515	Negative
10424	609.43047	2.195	Negative
10425	208.09789	1.446	Negative
10426	879.04537	0.759	Negative
10427	890.55272	5.68	Negative
10428	1097.25593	7.022	Negative
10429	867.66003	5.919	Negative
10430	839.44104	4.398	Negative
10431	874.62778	2.227	Negative
10432	1330.13873	9.341	Negative
10433	358.99349	1.306	Negative
10434	323.18989	1.763	Negative
10435	1337.82359	2.207	Negative
10436	1508.27741	2.958	Negative
10437	736.35592	2.636	Negative
10438	1167.7266	6.961	Negative
10439	907.72701	2.959	Negative
10440	339.2073	2.571	Negative
10441	531.38228	3.025	Negative
10442	705.4986	2.568	Negative
10443	381.24131	2.96	Negative
10444	467.21434	3.026	Negative
10445	624.55747	2.325	Negative
10446	1039.87669	2.511	Negative
10447	527.28835	0.765	Negative
10448	469.22657	1.686	Negative
10449	469.22657	1.614	Negative
10450	234.10302	1.502	Negative
10451	920.61373	7.039	Negative
10452	476.16262	1.271	Negative
10453	252.88081	0.722	Negative
10454	734.34024	2.638	Negative
10455	632.28537	2.676	Negative
10456	764.63923	7.211	Negative
10457	437.22222	2.319	Negative
10458	545.45802	5.861	Negative
10459	464.32306	2.858	Negative
10460	531.4089	5.657	Negative
10461	1132.58845	5.765	Negative
10462	963.42419	3.729	Negative
10463	865.49655	2.119	Negative
10464	501.43166	6.325	Negative
10465	355.17798	2.389	Negative
10466	379.17979	2.581	Negative
10467	674.49538	2.958	Negative
10468	574.27289	2.883	Negative
10469	604.36242	2.124	Negative
10470	431.31283	2.663	Negative
10471	626.573	2.509	Negative
10472	545.45799	3.765	Negative
10473	1171.9015	2.517	Negative
10474	321.13793	2.43	Negative
10475	338.98504	0.817	Negative
10476	1876.05079	0.751	Negative
10477	1079.87361	7.242	Negative
10478	811.40979	3.667	Negative
10479	1017.6566	2.643	Negative
10480	512.2789	2.884	Negative
10481	1082.73197	7.057	Negative
10482	841.64439	5.764	Negative
10483	726.50832	4.356	Negative
10484	335.15366	2.596	Negative
10485	380.18342	2.286	Negative
10486	361.16945	2.695	Negative
10487	729.47969	2.956	Negative
10488	702.98176	0.77	Negative
10489	781.52655	5.37	Negative
10490	311.22282	1.236	Negative
10491	233.10342	3.729	Negative
10492	1066.67075	7.001	Negative
10493	226.00717	0.781	Negative
10494	541.26272	2.508	Negative
10495	293.1609	2.022	Negative
10496	871.65324	2.228	Negative
10497	425.23974	2.511	Negative
10498	727.44307	2.264	Negative
10499	824.1458	2.821	Negative
10500	539.28664	2.504	Negative
10501	620.97844	0.775	Negative
10502	377.23652	2.57	Negative
10503	413.00398	0.926	Negative
10504	840.38456	2.966	Negative
10505	711.48447	2.186	Negative
10506	992.66175	6.927	Negative
10507	1334.58415	2.289	Negative
10508	793.31707	2.678	Negative
10509	433.26321	3.308	Negative
10510	1134.60697	5.141	Negative
10511	550.27655	2.393	Negative
10512	1071.6117	5.138	Negative
10513	504.30006	2.332	Negative
10514	725.33184	2.522	Negative
10515	1030.59825	4.982	Negative
10516	339.16324	2.516	Negative
10517	1932.49289	7.907	Negative
10518	388.21069	2.265	Negative
10519	723.33113	3.392	Negative
10520	409.27256	2.224	Negative
10521	996.66836	2.556	Negative
10522	327.12697	2.161	Negative
10523	1100.2307	6.279	Negative
10524	500.33429	1.222	Negative
10525	611.52575	2.565	Negative
10526	443.23923	2.319	Negative
10527	1071.69009	6.925	Negative
10528	1057.68556	2.515	Negative
10529	448.36458	2.288	Negative
10530	364.88933	2.674	Negative
10531	512.24468	2.958	Negative
10532	1181.85163	2.482	Negative
10533	165.0045	2.022	Negative
10534	1261.32562	6.813	Negative
10535	788.71421	7.768	Negative
10536	819.63573	2.957	Negative
10537	708.44631	2.408	Negative
10538	735.58994	4.022	Negative
10539	961.64778	7.179	Negative
10540	573.18001	1.331	Negative
10541	559.29139	2.111	Negative
10542	491.34166	4.017	Negative
10543	1154.76452	6.718	Negative
10544	458.36675	2.666	Negative
10545	1011.55664	2.675	Negative
10546	523.37932	2.941	Negative
10547	905.82997	8.322	Negative
10548	211.13395	0.81	Negative
10549	507.36121	6.486	Negative
10550	849.53414	4.639	Negative
10551	459.14362	2.958	Negative
10552	711.48454	2.184	Negative
10553	509.26125	3.315	Negative
10554	528.07057	1.444	Negative
10555	371.06608	1.375	Negative
10556	752.56026	6.247	Negative
10557	1179.78943	4.73	Negative
10558	654.44109	5.554	Negative
10559	461.14442	2.96	Negative
10560	458.14501	2.959	Negative
10561	554.34647	2.334	Negative
10562	949.21894	6.825	Negative
10563	711.44805	2.453	Negative
10564	343.12484	0.727	Negative
10565	484.21344	2.515	Negative
10566	826.63189	3.666	Negative
10567	1132.70778	7.041	Negative
10568	709.07926	2.108	Negative
10569	914.55086	6.365	Negative
10570	730.54815	4.005	Negative
10571	502.39388	3.968	Negative
10572	1236.7946	6.641	Negative
10573	1089.8988	2.514	Negative
10574	1144.68711	6.751	Negative
10575	425.25808	2.088	Negative
10576	367.17981	2.039	Negative
10577	374.29136	2.054	Negative
10578	429.1544	2.958	Negative
10579	1138.57115	5.051	Negative
10580	465.22888	2.958	Negative
10581	1038.57588	2.679	Negative
10582	683.41653	1.309	Negative
10583	824.42647	1.15	Negative
10584	441.25299	1.758	Negative
10585	449.2676	2.135	Negative
10586	367.17823	0.767	Negative
10587	377.24637	2.243	Negative
10588	283.11043	2.2	Negative
10589	185.00108	0.812	Negative
10590	606.3781	2.293	Negative
10591	337.13344	2.021	Negative
10592	757.39245	2.766	Negative
10593	1248.6441	4.502	Negative
10594	1165.88421	2.515	Negative
10595	1366.0291	2.959	Negative
10596	957.2318	4.011	Negative
10597	492.18765	1.325	Negative
10598	537.23547	2.562	Negative
10599	605.2959	2.872	Negative
10600	887.57732	5.699	Negative
10601	811.48254	2.958	Negative
10602	623.41676	3.579	Negative
10603	906.6343	7.212	Negative
10604	719.32346	2.29	Negative
10605	795.49602	4.636	Negative
10606	492.26376	3.13	Negative
10607	783.09812	2.24	Negative
10608	1319.312	7.16	Negative
10609	632.31488	2.871	Negative
10610	475.21421	2.158	Negative
10611	1220.82499	2.505	Negative
10612	279.09097	1.832	Negative
10613	784.98489	0.773	Negative
10614	823.63316	2.515	Negative
10615	405.23195	2.815	Negative
10616	1604.11113	4.641	Negative
10617	832.57166	4.086	Negative
10618	563.28163	2.674	Negative
10619	1010.91208	5.583	Negative
10620	1039.8772	2.353	Negative
10621	361.16938	2.807	Negative
10622	370.86888	2.675	Negative
10623	561.04163	1.575	Negative
10624	787.30008	2.676	Negative
10625	483.20925	2.567	Negative
10626	1278.76562	7	Negative
10627	637.35646	3.509	Negative
10628	1182.60909	4.498	Negative
10629	1083.69852	2.68	Negative
10630	1323.98499	2.662	Negative
